campaignType,targetAudience,channels,estimatedDurationDays,teamSize,mediaBudget,externalCosts,fixedCosts,mainGoals,keyDeliverables,metrics,dependencies,risks,contingencyPercent,estimatedBudget
"Awareness","B2C","Social|Display",30,4,6000,2000,500,"Notoriété","Visuels;Landing","Impressions;Reach","Aucun","Faible engagement",8,12000
"Retention","SMB","Email|CRM",63,2,1480,630,205,"Fidélisation","Emails;Programmes","Open rate;Churn","Support","Données incomplètes",6,4620
"Launch","B2B","LinkedIn|Events",94,7,15700,11150,1700,"Lancement produit","Event;Demo","Leads;Demos","Dev","Retard livraison",13,40850
"Branding","GenZ","TikTok|Influencer",36,4,9700,2280,555,"Notoriété","Shorts;UGC","Views;Engagement","Creators","Contenu rejeté",10,17300
"Acquisition","B2C","SEA|Display",29,5,11500,1780,470,"Conversions","Ads;Landing","CPA;ROAS","SEO","Concurrence CPC",8,16900
"Awareness","B2B","PR|LinkedIn",44,3,5300,1280,335,"Visibilité","Communiqué;Posts","Mentions;Reach","Aucun","Couverture limitée",8,10600
"Retention","B2C","Email|SMS",23,3,1950,540,165,"Réachat","Offers;Reminders","Repeat rate;Open","DB","Opt-out",6,5480
"Launch","SMB","Email|SEA",49,5,16800,3720,880,"Trials","Landing;Emails","Sign-ups;CPA","Dev","Bug signup",12,29800
"Branding","Millennials","Social|Events",66,6,10800,6400,980,"Image marque","Event;Content","Sentiment;Reach","Permits","Annulation event",11,25600
"Acquisition","B2B","LinkedIn|Email",53,6,20800,4160,1080,"Leads","Ads;Case studies","CPL;MQL","Sales","Cycle long",13,35600
"Awareness","B2C","Radio|Social",27,3,4700,990,255,"Notoriété","Spot;Posts","Reach;Impressions","Production","Diffusion",8,11250
"Retention","SMB","Support|Email",84,2,1080,345,125,"Satisfaction","Guides;Support","NPS;Churn","Support","Temps réponse",6,4560
"Launch","B2B","Events|PR",122,8,31800,23800,3480,"Adoption","Event;PR","Leads;Coverage","Legal","Conformité",17,91200
"Branding","GenZ","Instagram|Influencer",35,4,9520,2180,550,"Notoriété","Visuels;UGC","Engagement;Shares","Creators","Rejet contenu",10,16700
"Acquisition","B2C","SEA|Social",28,5,11400,1760,485,"Conversions","Landing;Ads","CPA;CTR","SEO","CPC élevé",8,16800
"Awareness","B2B","LinkedIn|Webinar",53,4,7720,2320,460,"Visibilité","Webinar;Posts","Registrations;Impr","Speakers","Annulation",8,15100
"Retention","B2C","App|Push",35,3,2680,740,215,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out massifs",7,7160
"Launch","SMB","Social|Influencer",21,6,16400,4260,1080,"Ventes initiales","Influencer;Promo","Sales;ROAS","Logistique","Livraison lente",13,31200
"Branding","B2C","OOH|Social",58,5,10200,4480,740,"Notoriété locale","Affiches;Posts","Reach;Recall","Permis locaux","Refus emplacement",10,20600
"Acquisition","GenZ","Social|Influencer",27,4,8400,1280,335,"Installations","Ads;Creators","CPI;Engagement","App store","Rejet app",9,13800
"Awareness","B2C","Display|Video",41,3,6900,1080,295,"Visibilité","Vidéo;Bannières","View rate;Impr","Création","Vidéo non validée",8,12600
"Retention","Millennials","Email|Social",37,3,2920,860,230,"Engagement","Content;Offers","Open;CTR","CRM","Segmentation faible",7,9720
"Launch","B2B","LinkedIn|Events",60,6,12300,10300,1420,"Demos","Event;Case studies","Registrations;Demos","Sales","Disponibilité speakers",12,38800
"Branding","SMB","Social|Email",45,4,5880,1760,510,"Image locale","Visuels;Emails","Engagement;Open rate","Local partners","Ciblage",9,15600
"Acquisition","B2C","SEA|Social",25,6,13200,2200,600,"Ventes","Landing;Ads","CPA;ROAS","Stock","Retour",9,21600
"Awareness","B2B","Display|PR",47,3,4100,1260,345,"Visibilité","Ads;Communiqué","Impressions;Mentions","Aucun","Faible reach",8,11800
"Retention","GenZ","App|Social",30,4,3080,720,250,"Engagement","In-app offers;Content","DAU;Retention","App team","Crash app",7,8920
"Launch","B2C","Social|SEA",23,6,17800,4550,1210,"Ventes initiales","Campagne;Landing","Sales;CPA","Stock","Retour produit élevé",13,33600
"Branding","Millennials","Social|PR",68,4,8000,2950,640,"Image de marque","Communiqué;Visuels","Sentiment;Reach","Agence PR","Mauvaise couverture",11,19800
"Acquisition","B2B","LinkedIn|SEA",39,5,19000,3720,1080,"Leads","Ads;Landing","CPL;MQL","Sales","Cycle long",11,35200
"Awareness","B2C","TV|Social",80,8,68000,16500,3400,"Notoriété","Spot TV;Social","Reach;Impressions","Production","Coût production élevé",19,106000
"Retention","SMB","Email|Webinar",29,2,1750,760,210,"Fidélisation","Webinar;Follow-up","Attendance;NPS","Support","Faible participation",7,6900
"Launch","B2B","Events|LinkedIn",98,6,15800,11200,1680,"Lancement produit","Event;Brochure","Leads;Meetings","Dev release","Retard livraison",13,40400
"Branding","GenZ","TikTok|UGC",36,4,9800,2300,540,"Notoriété","UGC;Shorts","Views;Engagement","Creators","Contenu rejeté",10,17100
"Acquisition","B2C","SEA|Social",30,5,11900,1800,500,"Conversions","Landing;A/B tests","CPA;CTR","SEO","CPC élevé",8,17900
"Awareness","B2B","LinkedIn|Display",50,3,8800,2350,470,"Notoriété","Whitepaper;Ads","Impressions;CTR","Sales enablement","Faible reach",8,15800
"Retention","B2C","Email|SMS",27,3,2050,620,175,"Réachat","Offers;Reminders","Repeat rate;Open","DB update","Opt-out",7,6400
"Launch","SMB","Email|Events",68,6,13800,10800,1650,"Onboarding clients","Event;Docs","Sign-ups;Trials","Legal approval","Retard approbation",12,41200
"Branding","B2C","OOH|TV",86,7,11600,5000,860,"Notoriété locale","Affiches;Social","Reach;Recall","Permis locaux","Refus emplacement",12,25200
"Acquisition","GenZ","Social|Influencer",29,4,8800,1420,360,"Installations","Ads;Influencer","CPI;Engagement","App store","Rejet app",10,14800
"Awareness","B2C","Display|Video",43,3,7100,1120,315,"Visibilité","Vidéo;Bannières","View rate;Impr","Création","Vidéo non validée",8,13000
"Retention","Millennials","Email|Social",39,3,3050,900,245,"Engagement","Content;Offers","Open;CTR","CRM","Segmentation",7,10000
"Launch","B2B","LinkedIn|Webinar",63,5,13000,10800,1450,"Démonstrations","Webinar;Demo","Registrations;Demos","Dev","Bug produit",12,40800
"Branding","SMB","Social|Email",47,4,6080,1820,520,"Image locale","Visuels;Emails","Engagement;Open rate","Local partners","Ciblage",9,16200
"Acquisition","B2C","SEA|Social",26,6,13600,2350,630,"Ventes","Landing;Ads","CPA;ROAS","Stock","Retour",10,22400
"Awareness","B2B","PR|LinkedIn",52,3,4700,1320,360,"Visibilité","Communiqué;Posts","Mentions;Reach","Aucun","Faible reach",9,12400
"Retention","GenZ","App|Push",32,4,3200,760,260,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out",7,9200
"Launch","B2C","Influencer|Social",25,6,18600,4700,1250,"Ventes initiales","Influencer posts;Promo","Sales;Engagement","Logistique","Livraison lente",14,35200
"Branding","Millennials","Social|Events",74,6,12800,6900,1120,"Image marque","Event;Content","Sentiment;Reach","Event permits","Annulation",13,30800
"Acquisition","B2B","LinkedIn|SEA",43,6,20800,4020,1150,"Leads","Ads;Landing","CPL;MQL","Sales","Cycle long",13,37200
"Awareness","B2C","Radio|Social",31,3,5400,1120,280,"Notoriété","Spot;Posts","Reach;Impressions","Production","Diffusion",9,13200
"Retention","SMB","Email|Support",92,2,1220,380,140,"Satisfaction","Guides;Support","NPS;Churn","Support","Temps réponse",6,4920
"Launch","B2B","Events|PR",136,9,33600,25600,3620,"Adoption","Event;PR","Leads;Coverage","Legal","Conformité",18,100000
"Branding","GenZ","Instagram|Influencer",37,4,9800,2240,560,"Notoriété","Visuels;UGC","Engagement;Shares","Creators","Rejet contenu",10,17000
"Acquisition","B2C","SEA|Social",30,5,11850,1820,495,"Conversions","Landing;Ads","CPA;CTR","SEO","CPC",8,17650
"Awareness","B2B","LinkedIn|Webinar",56,4,8000,2340,470,"Visibilité","Webinar;Posts","Registrations;Impr","Speakers","Annulation",8,15300
"Retention","B2C","App|Push",36,3,2760,760,225,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out massifs",7,7240
"Launch","SMB","Social|Influencer",22,6,16700,4320,1090,"Ventes initiales","Influencer;Promo","Sales;ROAS","Logistique","Livraison lente",13,31850
"Branding","B2C","OOH|Social",61,5,10400,4560,750,"Notoriété locale","Affiches;Posts","Reach;Recall","Permis locaux","Refus emplacement",10,21200
"Acquisition","GenZ","Social|Influencer",28,4,8520,1290,340,"Installations","Ads;Creators","CPI;Engagement","App store","Rejet app",9,14050
"Awareness","B2C","Display|Video",42,3,7000,1100,300,"Visibilité","Vidéo;Bannières","View rate;Impr","Création","Vidéo non validée",8,12650
"Retention","Millennials","Email|Social",38,3,2980,880,235,"Engagement","Content;Offers","Open;CTR","CRM","Segmentation faible",7,9760
"Launch","B2B","LinkedIn|Events",61,6,12400,10400,1430,"Demos","Event;Case studies","Registrations;Demos","Sales","Disponibilité speakers",12,39200
"Branding","SMB","Social|Email",46,4,5960,1780,515,"Image locale","Visuels;Emails","Engagement;Open rate","Local partners","Ciblage",9,15800
"Acquisition","B2C","SEA|Social",27,6,13400,2280,620,"Ventes","Landing;Ads","CPA;ROAS","Stock","Retour",9,21800
"Awareness","B2B","PR|LinkedIn",51,3,4560,1300,355,"Visibilité","Communiqué;Posts","Mentions;Reach","Aucun","Faible reach",9,12200
"Retention","GenZ","App|Push",31,4,3120,740,255,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out",7,9080
"Launch","B2C","Influencer|Social",24,6,18400,4680,1230,"Ventes initiales","Influencer posts;Promo","Sales;Engagement","Logistique","Livraison lente",14,34400
"Branding","Millennials","Social|Events",72,6,12600,6800,1100,"Image marque","Event;Content","Sentiment;Reach","Event permits","Annulation",13,30400
"Acquisition","B2B","LinkedIn|SEA",41,6,20400,3960,1140,"Leads","Ads;Landing","CPL;MQL","Sales","Cycle long",13,36800
"Awareness","B2C","Radio|Social",30,3,5280,1080,270,"Notoriété","Spot;Posts","Reach;Impressions","Production","Diffusion",9,12800
"Retention","SMB","Email|Support",94,2,1240,390,145,"Satisfaction","Guides;Support","NPS;Churn","Support","Temps réponse",6,5040
"Launch","B2B","Events|PR",138,9,33800,25800,3640,"Adoption","Event;PR","Leads;Coverage","Legal","Conformité",18,100800
"Branding","GenZ","TikTok|Influencer",36,4,9920,2320,565,"Notoriété","Shorts;UGC","Views;Engagement","Creators","Contenu rejeté",10,17500
"Acquisition","B2C","SEA|Display",29,5,11650,1790,490,"Conversions","Landing;Ads","CPA;CTR","SEO","CPC",8,17050
"Awareness","B2B","LinkedIn|Webinar",55,4,7880,2360,470,"Visibilité","Webinar;Posts","Registrations;Impr","Speakers","Annulation",8,15450
"Retention","B2C","App|Push",36,3,2760,760,225,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out massifs",7,7240
"Launch","SMB","Social|Influencer",22,6,16850,4340,1100,"Ventes initiales","Influencer;Promo","Sales;ROAS","Logistique","Livraison lente",13,32200
"Acquisition","B2C","SEA|Social",27,5,11500,2100,520,"Ventes","Landing;Ads","CPA;CTR","SEO","CPC élevé",9,17500
"Awareness","B2C","Social|Display",33,4,7600,1600,430,"Notoriété","Visuels;Bannières","Impressions;Reach","Création","Faible reach",7,11950
"Retention","SMB","Email|CRM",45,2,1200,550,180,"Fidélisation","Emails;Programmes","Open rate;Churn","Support","Données incomplètes",5,4200
"Launch","B2B","LinkedIn|Events",85,6,13000,9000,1400,"Lancement produit","Event;Demo","Leads;Demos","Dev","Retard livraison",11,34000
"Branding","GenZ","TikTok|Influencer",28,4,8200,1800,420,"Notoriété","Shorts;UGC","Views;Engagement","Creators","Contenu rejeté",8,14000
"Acquisition","B2C","SEA|Display",31,5,10800,1700,460,"Conversions","Ads;Landing","CPA;ROAS","SEO","Concurrence CPC",8,16800
"Awareness","B2B","PR|LinkedIn",39,3,4800,1150,300,"Visibilité","Communiqué;Posts","Mentions;Reach","Aucun","Couverture limitée",7,9400
"Retention","B2C","Email|SMS",18,3,1600,450,140,"Réachat","Offers;Reminders","Repeat rate;Open","DB","Opt-out",6,5000
"Launch","SMB","Email|SEA",40,5,14500,3200,760,"Trials","Landing;Emails","Sign-ups;CPA","Dev","Bug signup",10,27000
"Branding","Millennials","Social|Events",52,6,8800,5400,820,"Image marque","Event;Content","Sentiment;Reach","Permits","Annulation event",9,21000
"Acquisition","B2B","LinkedIn|Email",46,5,18000,3600,950,"Leads","Ads;Case studies","CPL;MQL","Sales","Cycle long",11,30000
"Awareness","B2C","Radio|Social",19,3,3800,800,200,"Notoriété","Spot;Posts","Reach;Impressions","Production","Diffusion",6,8800
"Retention","SMB","Support|Email",70,2,900,300,110,"Satisfaction","Guides;Support","NPS;Churn","Support","Temps réponse",5,3800
"Launch","B2B","Events|PR",100,8,22000,18000,2500,"Adoption","Event;PR","Leads;Coverage","Legal","Conformité",13,64000
"Branding","GenZ","Instagram|Influencer",30,4,8200,1900,480,"Notoriété","Visuels;UGC","Engagement;Shares","Creators","Rejet contenu",8,14500
"Acquisition","B2C","SEA|Social",24,5,9800,1600,430,"Conversions","Landing;Ads","CPA;CTR","SEO","CPC élevé",7,16000
"Awareness","B2B","LinkedIn|Webinar",44,4,6800,2000,400,"Visibilité","Webinar;Posts","Registrations;Impr","Speakers","Annulation",7,13200
"Retention","B2C","App|Push",26,3,2200,600,180,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out massifs",6,6400
"Launch","SMB","Social|Influencer",16,5,14000,3600,900,"Ventes initiales","Influencer;Promo","Sales;ROAS","Logistique","Livraison lente",10,25000
"Branding","B2C","OOH|Social",48,5,8600,3800,650,"Notoriété locale","Affiches;Posts","Reach;Recall","Permis locaux","Refus emplacement",8,18000
"Acquisition","GenZ","Social|Influencer",22,4,7200,1000,300,"Installations","Ads;Creators","CPI;Engagement","App store","Rejet app",8,12200
"Awareness","B2C","Display|Video",34,3,6000,900,240,"Visibilité","Vidéo;Bannières","View rate;Impr","Création","Vidéo non validée",6,10800
"Retention","Millennials","Email|Social",29,3,2400,700,190,"Engagement","Content;Offers","Open;CTR","CRM","Segmentation faible",6,8800
"Launch","B2B","LinkedIn|Events",50,5,9800,7600,1100,"Demos","Event;Case studies","Registrations;Demos","Sales","Disponibilité speakers",9,30000
"Branding","SMB","Social|Email",34,4,4800,1400,380,"Image locale","Visuels;Emails","Engagement;Open rate","Local partners","Ciblage",7,12000
"Acquisition","B2C","SEA|Social",20,5,11200,1800,470,"Ventes","Landing;Ads","CPA;ROAS","Stock","Retour",8,20000
"Awareness","B2B","Display|PR",38,3,3600,1100,290,"Visibilité","Ads;Communiqué","Impressions;Mentions","Aucun","Faible reach",6,9400
"Retention","GenZ","App|Social",25,4,2600,600,210,"Engagement","In-app offers;Content","DAU;Retention","App team","Crash app",6,8200
"Launch","B2C","Social|SEA",17,6,15000,3800,1000,"Ventes initiales","Campagne;Landing","Sales;CPA","Stock","Retour produit élevé",11,27000
"Branding","Millennials","Social|PR",60,4,6800,2400,500,"Image de marque","Communiqué;Visuels","Sentiment;Reach","Agence PR","Mauvaise couverture",8,15500
"Acquisition","B2B","LinkedIn|SEA",35,5,17000,3400,980,"Leads","Ads;Landing","CPL;MQL","Sales","Cycle long",10,29000
"Awareness","B2C","TV|Social",70,8,56000,14000,2800,"Notoriété","Spot TV;Social","Reach;Impressions","Production","Coût production élevé",16,82000
"Retention","SMB","Email|Webinar",22,2,1400,600,180,"Fidélisation","Webinar;Follow-up","Attendance;NPS","Support","Faible participation",5,5600
"Launch","B2B","Events|LinkedIn",80,6,13000,9000,1400,"Lancement produit","Event;Brochure","Leads;Meetings","Dev release","Retard livraison",11,32000
"Branding","GenZ","TikTok|UGC",30,4,8800,2000,480,"Notoriété","UGC;Shorts","Views;Engagement","Creators","Contenu rejeté",8,15000
"Acquisition","B2C","SEA|Social",26,5,10200,1650,450,"Conversions","Landing;A/B tests","CPA;CTR","SEO","CPC élevé",8,16500
"Awareness","B2B","LinkedIn|Display",42,3,7600,2000,400,"Notoriété","Whitepaper;Ads","Impressions;CTR","Sales enablement","Faible reach",7,14800
"Retention","B2C","Email|SMS",24,3,1800,520,160,"Réachat","Offers;Reminders","Repeat rate;Open","DB update","Opt-out",6,5600
"Launch","SMB","Email|Events",58,6,11800,8800,1450,"Onboarding clients","Event;Docs","Sign-ups;Trials","Legal approval","Retard approbation",10,36000
"Branding","B2C","OOH|TV",48,5,8400,3600,620,"Notoriété locale","Affiches;Social","Reach;Recall","Permis locaux","Refus emplacement",8,17000
"Acquisition","GenZ","Social|Influencer",24,4,7800,1150,310,"Installations","Ads;Influencer","CPI;Engagement","App store","Rejet app",8,12800
"Awareness","B2C","Display|Video",36,3,6200,950,250,"Visibilité","Vidéo;Bannières","View rate;Impr","Création","Vidéo non validée",6,11200
"Retention","Millennials","Email|Social",31,3,2600,740,205,"Engagement","Offers;Content","Open rate;CTR","CRM","Segmentation",6,9000
"Launch","B2B","LinkedIn|Webinar",46,5,9800,7800,1150,"Démonstrations","Webinar;Demo","Registrations;Demos","Dev","Bug produit",9,31000
"Branding","SMB","Social|Email",36,4,5000,1500,400,"Image locale","Visuels;Emails","Engagement;Open rate","Local partners","Mauvaise cible",7,12500
"Acquisition","B2C","SEA|Social",22,6,12000,2000,560,"Ventes","Landing;Ads","CPA;ROAS","Stock","Retour élevé",9,20500
"Awareness","B2B","PR|LinkedIn",34,3,3200,1100,280,"Visibilité","Communiqué;Posts","Mentions;Reach","Aucun","Couverture",6,9400
"Retention","GenZ","App|Push",27,4,2800,650,220,"Engagement","Push;Offers","DAU;Retention","App update","Opt-out",6,8200
"Launch","B2C","Influencer|Social",18,5,16000,3800,1000,"Ventes initiales","Influencer posts;Promo","Sales;Engagement","Logistique","Livraison lente",11,26000
"Branding","Millennials","Social|Events",58,6,8600,5600,850,"Image marque","Event;Content","Sentiment;Reach","Event permits","Annulation",10,23000
"Acquisition","B2B","LinkedIn|SEA",37,5,18000,3600,1000,"Leads","Ads;Landing","CPL;MQL","Sales","Cycle long",10,30000
"Awareness","B2C","Radio|Social",21,3,4200,850,210,"Notoriété","Spot;Posts","Reach;Impressions","Production","Diffusion",6,9000
"Retention","SMB","Email|Support",74,2,820,300,110,"Satisfaction","Guides;Support","NPS;Churn","Support","Temps réponse",5,4000
"Launch","B2B","Events|PR",110,8,24000,20000,3000,"Adoption","Event;PR","Leads;Coverage","Legal","Problème conformité",14,72000
